wd_id,line_id,line_wd,dipl,word,phon,phon_map,syllabified,wd_div,lang,textlineid,pos,pos_syn,morph,lemma,lemma_src,lemma_dmf,ref,phil_note,tei_right,tei_left
226,48,1,desinite,desinite,QVQVRVQV,d.e.s.i.n.i.t.e,Q/V\.'Q/V\.R/V\.Q/V\,–,lat,44,ETR,ETR,,---,---,,"Sponsus, l. 44",,,<l xml:lang=&quot;lat&quot; n=&quot;44&quot;>
227,48,2,sorores,sorores,QVRVRVQ,s.o.r.o.r.e.s,Q/V\.'R/V\.R/V\Q,–,lat,44,ETR,ETR,,---,---,,"Sponsus, l. 44",,,
228,48,3,otius,otius,VQVVQ,o.t.i.u.s,'/V\.Q/V\./V\Q,–|,lat,44,ETR,ETR,,---,---,,"Sponsus, l. 44",,</l>,
229,49,1,uobis,vobis,QVQVQ,v.o.b.i.s,'Q/V\.Q/V\Q,–,lat,45,ETR,ETR,,---,---,,"Sponsus, l. 45",,,<lb/><l xml:lang=&quot;lat&quot; n=&quot;45&quot;>
230,49,2,enim,enim,VRVR,e.n.i.m,'/V\.R/V\R,–,lat,45,ETR,ETR,,---,---,,"Sponsus, l. 45",,,
231,49,3,nil,nil,RVR,n.i.l,R/V\R,_,lat,45,ETR,ETR,,---,---,,"Sponsus, l. 45",,,
232,49,4,erit,erit,VRVQ,e.r.i.t,'/V\.R/V\Q,–,lat,45,ETR,ETR,,---,---,,"Sponsus, l. 45",,,
233,49,5,melius,melius,RVRVVQ,m.e.l.i.u.s,'R/V\.R/V\./V\Q,–,lat,45,ETR,ETR,,---,---,,"Sponsus, l. 45",,</l>,
234,50,1,dare,dare,QVRV,d.a.r.e,'Q/V\.R/V\,–,lat,46,ETR,ETR,,---,---,,"Sponsus, l. 46",,,<l xml:lang=&quot;lat&quot; n=&quot;46&quot;>
235,50,2,preces,preces,QRVQVQ,p.r.e.c.e.s,'QR/V\.Q/V\Q,_,lat,46,ETR,ETR,,---,---,,"Sponsus, l. 46",,,
236,50,3,p[ro],pro,QRV,p.r.o,QR/V\,_,lat,46,ETR,ETR,,---,---,,"Sponsus, l. 46",,,
237,50,4,hoc,hoc,QVQ,h.o.c,Q/V\Q,–,lat,46,ETR,ETR,,---,---,,"Sponsus, l. 46",,,
238,50,5,ulterius,ulterius,VRQVRVVQ,u.l.t.e.r.i.u.s,/V\R.'Q/V\.R/V\./V\Q,_,lat,46,ETR,ETR,,---,---,,"Sponsus, l. 46",,</l>,
239,51,1,Dolentas,dolentas,dOlENtAS,d.o.l.e.n.t.a.s,d/O\.'l/E\N.t/A\S,–|,pro,47,ADJqua,ADJqua,pfn,dolén,DOM,dolent,"Sponsus, l. 47",,<supplied reason=&quot;missing&quot;>chaitivas trop i avem dormit</supplied></l></lg>,<l n=&quot;47&quot;>
240,52,1,Ac,ac,VQ,a.c,/V\Q,_,lat,48,ETR,ETR,,---,---,,"Sponsus, l. 48",,,<lb/><lg><l xml:lang=&quot;lat&quot; n=&quot;48&quot;>
241,52,2,ite,ite,VQV,i.t.e,'/V\.Q/V\,_,lat,48,ETR,ETR,,---,---,,"Sponsus, l. 48",,,
242,52,3,nunc,nunc,RVRQ,n.u.n.c,R/V\RQ,–,lat,48,ETR,ETR,,---,---,,"Sponsus, l. 48",,,
243,52,4,ite,ite,VQV,i.t.e,'/V\.Q/V\,–,lat,48,ETR,ETR,,---,---,,"Sponsus, l. 48",,,
244,52,5,celeriter,celeriter,QVRVRVQVR,c.e.l.e.r.i.t.e.r,Q/V\.'R/V\.R/V\.Q/V\R,–,lat,48,ETR,ETR,,---,---,,"Sponsus, l. 48",,</l>,
245,53,1,ac,ac,VQ,a.c,/V\Q,_,lat,49,ETR,ETR,,---,---,,"Sponsus, l. 49",,,<l xml:lang=&quot;lat&quot; n=&quot;49&quot;>
246,53,2,uendentes,vendentes,QVRQVRQVQ,v.e.n.d.e.n.t.e.s,Q/V\R.'Q/V\R.Q/V\Q,–,lat,49,ETR,ETR,,---,---,,"Sponsus, l. 49",,,
247,53,3,rogate,rogate,RVQVQV,r.o.g.a.t.e,R/V\.'Q/V\.Q/V\,–,lat,49,ETR,ETR,,---,---,,"Sponsus, l. 49",,,
248,53,4,dulciter,dulciter,QVRQVQVR,d.u.l.c.i.t.e.r,'Q/V\R.Q/V\.Q/V\R,–|,lat,49,ETR,ETR,,---,---,,"Sponsus, l. 49",,</l>,<lb/>
249,54,1,ut,ut,VQ,u.t,/V\Q,_,lat,50,ETR,ETR,,---,---,,"Sponsus, l. 50",,,<l xml:lang=&quot;lat&quot; n=&quot;50&quot;>
250,54,2,oleum,oleum,VRVVR,o.l.e.u.m,'/V\.R/V\./V\R,–,lat,50,ETR,ETR,,---,---,,"Sponsus, l. 50",,,
251,54,3,uestris,vestris,QVQQRVQ,v.e.s.t.r.i.s,'Q/V\Q.QR/V\Q,–,lat,50,ETR,ETR,,---,---,,"Sponsus, l. 50",,,
252,54,4,lampadibus,lampadibus,RVRQVQVQVQ,l.a.m.p.a.d.i.b.u.s,R/V\R.'Q/V\.Q/V\.Q/V\Q,–,lat,50,ETR,ETR,,---,---,,"Sponsus, l. 50",,</l>,
253,55,1,dent,dent,QVRQ,d.e.n.t,Q/V\RQ,_,lat,51,ETR,ETR,,---,---,,"Sponsus, l. 51",,,<l xml:lang=&quot;lat&quot; n=&quot;51&quot;>
254,55,2,eq[u]idem,equidem,VQRVQVR,e.q.u.i.d.e.m,'/V\.QR/V\.Q/V\R,–,lat,51,ETR,ETR,,---,---,,"Sponsus, l. 51",,,
255,55,3,uobis,vobis,QVQVQ,v.o.b.i.s,'Q/V\.Q/V\Q,–,lat,51,ETR,ETR,,---,---,,"Sponsus, l. 51",,,
256,55,4,inertib[us],inertibus,VRVRQVQVQ,i.n.e.r.t.i.b.u.s,/V\.'R/V\R.Q/V\.Q/V\Q,_,lat,51,ETR,ETR,,---,---,,"Sponsus, l. 51",,</l>,
257,56,1,Do[=Dolentas],dolentas,dOlENtAS,d.o.l.e.n.t.a.s,d/O\.'l/E\N.t/A\S,–|,pro,52,ADJqua,ADJqua,pfn,dolén,DOM,dolent,"Sponsus, l. 52",,<supplied reason=&quot;missing&quot;>chaitivas trop i avem dormit</supplied></l></lg>,<l n=&quot;52&quot;>
258,57,1,A,a,V,a,/V\,_,lat,53,ETR,ETR,,---,---,,"Sponsus, l. 53",,,<lb/><lg><l xml:lang=&quot;lat&quot; n=&quot;53&quot;>
259,57,2,misere,misere,RVQVRV,m.i.s.e.r.e,'R/V\.Q/V\.R/V\,–,lat,53,ETR,ETR,,---,---,,"Sponsus, l. 53",,,
260,57,3,nos,nos,RVQ,n.o.s,R/V\Q,–,lat,53,ETR,ETR,,---,---,,"Sponsus, l. 53",,,
261,57,4,hic,hic,QVQ,h.i.c,Q/V\Q,–,lat,53,ETR,ETR,,---,---,,"Sponsus, l. 53",,,
262,57,5,quid,quid,QRVQ,q.u.i.d,QR/V\Q,–,lat,53,ETR,ETR,,---,---,,"Sponsus, l. 53",,,
263,57,6,facimus,facimus,QVQVRVQ,f.a.c.i.m.u.s,'Q/V\.Q/V\.R/V\Q,–,lat,53,ETR,ETR,,---,---,,"Sponsus, l. 53",,</l>,
264,58,1,uigilare,vigilare,QVQVRVRV,v.i.g.i.l.a.r.e,Q/V\.Q/V\.'R/V\.R/V\,–,lat,54,ETR,ETR,,---,---,,"Sponsus, l. 54",,,<l xml:lang=&quot;lat&quot; n=&quot;54&quot;>
265,58,2,numquid,numquid,RVRQRVQ,n.u.m.q.u.i.d,'R/V\R.QR/V\Q,–,lat,54,ETR,ETR,,---,---,,"Sponsus, l. 54",,,
266,58,3,po–|tuimus,potuimus,QVQVVRVQ,p.o.t.u.i.m.u.s,Q/V\.'Q/V\./V\.R/V\Q,–,lat,54,ETR,ETR,,---,---,,"Sponsus, l. 54",,</l>,
267,59,1,hunc,hunc,QVRQ,h.u.n.c,Q/V\RQ,_,lat,55,ETR,ETR,,---,---,,"Sponsus, l. 55",,,<pb n=&quot;55r&quot;/><lb/><l xml:lang=&quot;lat&quot; n=&quot;55&quot;>
268,59,2,laborem,laborem,RVQVRVR,l.a.b.o.r.e.m,R/V\.'Q/V\.R/V\R,–,lat,55,ETR,ETR,,---,---,,"Sponsus, l. 55",,,
269,59,3,que,que,QRV,q.u.e,QR/V\,–,lat,55,ETR,ETR,,---,---,,"Sponsus, l. 55",,,
270,59,4,nunc,nunc,RVRQ,n.u.n.c,R/V\RQ,–,lat,55,ETR,ETR,,---,---,,"Sponsus, l. 55",,,
271,59,5,p[er]ferimus,perferimus,QVRQVRVRVQ,p.e.r.f.e.r.i.m.u.s,Q/V\R.'Q/V\.R/V\.R/V\Q,–,lat,55,ETR,ETR,,---,---,,"Sponsus, l. 55",,</l>,
272,60,1,nobis,nobis,RVQVQ,n.o.b.i.s,'R/V\.Q/V\Q,–,lat,56,ETR,ETR,,---,---,,"Sponsus, l. 56",,,<l xml:lang=&quot;lat&quot; n=&quot;56&quot;>
273,60,2,nos–med,nosmed,RVQRVQ,n.o.s.m.e.d,'R/V\.QR/V\Q,_,lat,56,ETR,ETR,,---,---,,"Sponsus, l. 56",,,
274,60,3,con–|tulimus,contulimus,QVRQVRVRVQ,c.o.n.t.u.l.i.m.u.s,Q/V\R.'Q/V\.R/V\.R/V\Q,_,lat,56,ETR,ETR,,---,---,,"Sponsus, l. 56",,</l>,
275,61,1,Dol[=Dolentas],dolentas,dOlENtAS,d.o.l.e.n.t.a.s,d/O\.'l/E\N.t/A\S,_,pro,57,ADJqua,ADJqua,pfn,dolén,DOM,dolent,"Sponsus, l. 57",,<supplied reason=&quot;missing&quot;>chaitivas trop i avem dormit</supplied></l></lg>,<lb/><l n=&quot;57&quot;>
276,62,1,Et,et,VQ,e.t,/V\Q,_,lat,58,ETR,ETR,,---,---,,"Sponsus, l. 58",,,<lg><l xml:lang=&quot;lat&quot; n=&quot;58&quot;>
277,62,2,de,de,QV,d.e,Q/V\,–,lat,58,ETR,ETR,,---,---,,"Sponsus, l. 58",,,
278,62,3,nobis,nobis,RVQVQ,n.o.b.i.s,'R/V\.Q/V\Q,–,lat,58,ETR,ETR,,---,---,,"Sponsus, l. 58",,,
279,62,4,mercator,mercator,RVRQVQVR,m.e.r.c.a.t.o.r,R/V\R.'Q/V\.Q/V\R,–,lat,58,ETR,ETR,,---,---,,"Sponsus, l. 58",,,
280,62,5,otius,otius,VQVVQ,o.t.i.u.s,'/V\.Q/V\./V\Q,–,lat,58,ETR,ETR,,---,---,,"Sponsus, l. 58",,</l>,
281,63,1,quas,quas,QRVQ,q.u.a.s,QR/V\Q,–,lat,59,ETR,ETR,,---,---,,"Sponsus, l. 59",,,<l xml:lang=&quot;lat&quot; n=&quot;59&quot;>
282,63,2,habeat,habeat,QVQVVQ,h.a.b.e.a.t,'Q/V\.Q/V\./V\Q,–,lat,59,ETR,ETR,,---,---,,"Sponsus, l. 59",,,
283,63,3,merces,merces,RVRQVQ,m.e.r.c.e.s,'R/V\R.Q/V\Q,–|,lat,59,ETR,ETR,,---,---,,"Sponsus, l. 59",,,
284,63,4,quas,quas,QRVQ,q.u.a.s,QR/V\Q,–,lat,59,ETR,ETR,,---,---,,"Sponsus, l. 59",,,<lb/>
285,63,5,sotius,sotius,QVQVVQ,s.o.t.i.u.s,'Q/V\.Q/V\./V\Q,–,lat,59,ETR,ETR,,---,---,,"Sponsus, l. 59",,</l>,
286,64,1,oleum,oleum,VRVVR,o.l.e.u.m,'/V\.R/V\./V\R,–,lat,60,ETR,ETR,,---,---,,"Sponsus, l. 60",,,<l xml:lang=&quot;lat&quot; n=&quot;60&quot;>
287,64,2,nunc,nunc,RVRQ,n.u.n.c,R/V\RQ,–,lat,60,ETR,ETR,,---,---,,"Sponsus, l. 60",,,
288,64,3,querere,querere,QRVRVRV,q.u.e.r.e.r.e,'QR/V\.R/V\.R/V\,–,lat,60,ETR,ETR,,---,---,,"Sponsus, l. 60",,,
289,64,4,uenimus,venimus,QVRVRVQ,v.e.n.i.m.u.s,'Q/V\.R/V\.R/V\Q,–,lat,60,ETR,ETR,,---,---,,"Sponsus, l. 60",,</l>,
290,65,1,negligenter,negligenter,RVQRVQVRQVR,n.e.g.l.i.g.e.n.t.e.r,R/V\.QR/V\.'Q/V\R.Q/V\R,–,lat,61,ETR,ETR,,---,---,,"Sponsus, l. 61",,,<l xml:lang=&quot;lat&quot; n=&quot;61&quot;>
291,65,2,quod,quod,QRVQ,q.u.o.d,QR/V\Q,–|,lat,61,ETR,ETR,,---,---,,"Sponsus, l. 61",,,
292,65,3,nosme,nosme,RVQRV,n.o.s.m.e,'R/V\.QR/V\,–,lat,61,ETR,ETR,,---,---,,"Sponsus, l. 61",,,<lb/>
293,65,4,fu(n)dimus,fudimus,QVQVRVQ,f.u.d.i.m.u.s,'Q/V\.Q/V\.R/V\Q,_,lat,61,ETR,ETR,,---,---,,"Sponsus, l. 61",,</l>,
294,66,1,Dol[=Dolentas],dolentas,dOlENtAS,d.o.l.e.n.t.a.s,d/O\.'l/E\N.t/A\S,_,pro,62,ADJqua,ADJqua,pfn,dolén,DOM,dolent,"Sponsus, l. 62",,<supplied reason=&quot;missing&quot;>chaitivas trop i avem dormit</supplied></l></lg>,<l n=&quot;62&quot;>
295,67,1,De,de,dE,d.e,d/E\,+,pro,63,PRE,PRE,,de,DOM,de,"Sponsus, l. 63",,,<lg><l n=&quot;63&quot;>
296,67,2,nostr,nostr,nɔStr0,n.o.s.t.r.,'n/ɔ\S.tr/[0]\,+,pro,63,DETpos,DETpos,4smr,nòstre,DOM,notre,"Sponsus, l. 63",,,
297,67,3,oli,oli,ɔli,o.l.i,'/ɔ\.l/i\,–,pro,63,NOMcom,NOMcom,smr,òli,DOM,huile,"Sponsus, l. 63",,,
298,67,4,queret,queret,kErɛZ,qu.e.r.e.t,k/E\.'r/ɛ\Z,–,pro,63,VERcjg,VERcjg,indpst5,quèrre,DOM,quérir,"Sponsus, l. 63",,,
299,67,5,nos,nos,noS,n.o.s,n/o\S,–,pro,63,PRCper,PRCper,4pmr,nós,DOM,nous,"Sponsus, l. 63",,,
300,67,6,a,a,a,a,/a\,+,pro,63,PRE,PRE,,a2,DOM,à,"Sponsus, l. 63",,,
301,67,7,doner,doner,dOnɛr,d.o.n.e.r,d/O\.'n/ɛ\r,–,pro,63,VERinf,VERinf,,donar,DOM,donner,"Sponsus, l. 63",,</l>,
302,68,1,no,no,no,n.o,n/o\,+,pro,64,ADVneg,ADVneg,,nóN,DOM,ne,"Sponsus, l. 64",,,<l n=&quot;64&quot;>
303,68,2,n,n,N,n,/\n,+,pro,64,PRCadv,PRCadv,,én3,DOM,en2,"Sponsus, l. 64",,,
304,68,3,au–|ret,auret,AureZ,a.u.r.e.t,/A\u.'r/e\Z,–,pro,64,VERcjg,VERcjg,indfut5,avér,DOM,avoir,"Sponsus, l. 64",,,
305,68,4,pont,pont,pONT,p.o.n.t,p/O\NT,–,pro,64,ADVneg,ADVneg,,pónh2,DOM,point2,"Sponsus, l. 64",,,<lb/>
306,68,5,alet,alet,AlɛZ,a.l.e.t,/A\.'l/ɛ\Z,–,pro,64,VERcjg,VERcjg,imp---5,aller,DMF,aller,"Sponsus, l. 64",,,
307,68,6,en,en,EN,e.n,/E\N,+,pro,64,PRCadv,PRCadv,,én3,DOM,en2,"Sponsus, l. 64",,,
308,68,7,a_chapter,achapter,AkAPtɛr,a.ch.a.p.t.e.r,/A\.k/A\P.'t/ɛ\r,–,pro,64,VERinf,VERinf,,acaptar,DOM,acheter,"Sponsus, l. 64",,</l>,
309,69,1,de,de,dE,d.e,d/E\,+,pro,65,PRE,PRE,,de,DOM,de,"Sponsus, l. 65",,,<l n=&quot;65&quot;>
310,69,2,us,us,uS,u.s,/\uS,–,pro,65,DETdef,DETdef,pmr,los,DOM,le,"Sponsus, l. 65",,,
311,69,3,merchaans,merchaans,mErkAANS,m.e.r.ch.a.a.n.s,m/E\r.k/A\.'/A\NS,–,pro,65,NOMcom,NOMcom,pmr,mercan,DOM,marchand,"Sponsus, l. 65",,,
312,69,4,que,que,kE,qu.e,k/E\,+,pro,65,PRNrel,PRNrel,pmr,que,DOM,que,"Sponsus, l. 65",,,
313,69,5,lai,lai,LAi,l.a.i,L/A\i,_,pro,65,ADVgen,ADVgen,,lai,DOM,là,"Sponsus, l. 65",,,
314,69,6,ue_et,veet,vEɛZ,v.e.e.t,v/E\.'/ɛ\Z,_,pro,65,VERcjg,VERcjg,indpst5,vezér,DOM,voir,"Sponsus, l. 65",,,
315,69,7,ester,ester,EStɛr,e.s.t.e.r,/E\S.'t/ɛ\r,_,pro,65,VERinf,VERinf,,estar,DOM,ester,"Sponsus, l. 65",,</l>,
316,70,1,Dol.[=Dolentas],dolentas,dOlENtAS,d.o.l.e.n.t.a.s,d/O\.'l/E\N.t/A\S,–,pro,66,ADJqua,ADJqua,pfn,dolén,DOM,dolent,"Sponsus, l. 66",,<supplied reason=&quot;missing&quot;>chaitivas trop i avem dormit</supplied></l></lg></sp>,<l n=&quot;66&quot;>
317,71,1,Mercatores,mercatores,,,,.|,lat,---,ETR,ETR,,---,---,,"Sponsus, f. 55r, rubric",,</speaker>,<sp><speaker>
318,72,1,Domnas,domnas,dOmnAS,d.o.m.n.a.s,'d/O\m.n/A\S,_,pro,67,NOMcom,NOMcom,pfn,dómna,DOM,dame,"Sponsus, l. 67",,,<lb/><lg><l n=&quot;67&quot;>
319,72,2,gentils,gentils,ʤENtiLS,g.e.n.t.i.l.s,ʤ/E\N.'t/i\LS,–,pro,67,ADJqua,ADJqua,pfn,gentil,DOM,gentil,"Sponsus, l. 67",,,
320,72,3,no,no,no,n.o,n/o\,+,pro,67,ADVneg,ADVneg,,nóN,DOM,ne,"Sponsus, l. 67",,,
321,72,4,uos,vos,voS,v.o.s,v/o\S,–,pro,67,PRCper,PRCper,5pfr,vós,DOM,vous,"Sponsus, l. 67",,,
322,72,5,covent,covent,kOvENT,c.o.v.e.n.t,k/O\.'v/E\NT,_,pro,67,VERcjg,VERcjg,indpst0,convenir,DOM,convenir,"Sponsus, l. 67",,,
323,72,6,ester,ester,EStɛr,e.s.t.e.r,/E\S.'t/ɛ\r,–,pro,67,VERinf,VERinf,,estar,DOM,ester,"Sponsus, l. 67",,</l>,
324,73,1,ni,ni,ni,n.i,n/i\,+,pro,68,CONcoo,CONcoo,,ni,DOM,ne2,"Sponsus, l. 68",,,<l n=&quot;68&quot;>
325,73,2,lo_iamen,lojamen,LOʤAmEn,l.o.j.a.m.e.n,L/O\.ʤ/A\.'m/E\n,–,pro,68,ADVgen,ADVgen,,longamén,DOM,longement,"Sponsus, l. 68",,,
326,73,3,aici,aici,Aiʦi,a.i.c.i,/A\i.'ʦ/i\,_,pro,68,ADVgen,ADVgen,,aici,DOM,ici,"Sponsus, l. 68",,,
327,73,4,a,a,a,a,/a\,_,pro,68,PRE,PRE,,a2,DOM,à,"Sponsus, l. 68",,,
328,73,5,demo–|rer,demorer,dEmOrɛr,d.e.m.o.r.e.r,d/E\.m/O\.'r/ɛ\r,–,pro,68,VERinf,VERinf,,demorar,DOM,demeurer,"Sponsus, l. 68",,</l>,
329,74,1,cosel,cosel,kOsel,c.o.s.e.l,k/O\.'s/e\l,–,pro,69,NOMcom,NOMcom,smr,consélh,DOM,conseil,"Sponsus, l. 69",,,<lb/><l n=&quot;69&quot;>
330,74,2,queret,queret,kErɛZ,qu.e.r.e.t,k/E\.'r/ɛ\Z,–,pro,69,VERcjg,VERcjg,imp---5,quèrre,DOM,quérir,"Sponsus, l. 69",,,
331,74,3,no,no,no,n.o,n/o\,+,pro,69,ADVneg,ADVneg,,nóN,DOM,ne,"Sponsus, l. 69",,,
332,74,4,u,u,u,u,/\u,+,pro,69,PRCper,PRCper,3sma,lo3,DOM,le,"Sponsus, l. 69",,,
333,74,5,uos,vos,voS,v.o.s,v/o\S,–,pro,69,PRCper,PRCper,5pfr,vós,DOM,vous,"Sponsus, l. 69",,,
334,74,6,poem,poem,pOEm,p.o.e.m,p/O\.'/E\m,–,pro,69,VERcjg,VERcjg,indpst4,podér,DOM,pouvoir,"Sponsus, l. 69",,,
