wd_id,line_id,line_wd,textlineid,ref,dipl,word,phon,map,wd_div,lang,pos,pos_syn,morph,lemma,lemma_src,lemma_dmf,phil_note,tei_right,tei_left
498,90,2,89,"AlexAlb, l. 89",grec,grec,grèk,g.r.e.c,_,fro,ADJqua,ADJqua,smr,grec,DMF,grec,,,
188,36,3,35,"AlexAlb, l. 35",gretia,gretia,grEʦiA,g.r.e.t.i.a,_,fro,NOMcom,NOMcom,sfr,Grèce,wiktionary,,,,
548,98,4,97,"AlexAlb, l. 97",altet,altet,ALtXð,a.l.t.e.t,_,fro,NOMcom,NOMcom,sfr,hauté,DMF,hauté,,,
510,92,3,91,"AlexAlb, l. 91",ebrey,ebrey,EbrEi,e.b.r.e.y,_,fro,NOMcom,NOMcom,smr,hébreu,DMF,hébreu,,,
66,13,2,12,"AlexAlb, l. 12",hom,hom,hOm,h.o.m,_,fro,NOMcom,NOMcom,smn,homme,DMF,homme,,,
185,35,6,34,"AlexAlb, l. 34",hom,hom,hOm,h.o.m,.,fro,NOMcom,NOMcom,smn,homme,DMF,homme,,</l>,
439,79,3,78,"AlexAlb, l. 78",omen,omen,OmEn,o.m.e.n,_,fro,NOMcom,NOMcom,smr,homme,DMF,homme,,,
484,87,5,86,"AlexAlb, l. 86",onestaz,onestaz,OnEStAÇ,o.n.e.s.t.a.z,.,fro,NOMcom,NOMcom,sfr,honnesté,DMF,honnesté,,</l>,
31,6,6,5,"AlexAlb, l. 5",enfir_mitas,enfirmitas,ENfirmitAS,e.n.f.i.r.m.i.t.a.s,.|,lat,NOMcom,NOMcom,sfn,infirmitas,wiktionary,,,</l>,
456,82,4,81,"AlexAlb, l. 81",ia,ja,ʤA,j.a,_,fro,ADVgen,ADVgen,---,jà,DMF,jà,,,
541,97,4,96,"AlexAlb, l. 96",lanci,lanci,LANʦi,l.a.n.c.i,_,fro,NOMcom,NOMcom,sfr,lance,DMF,lance,,,
502,90,6,89,"AlexAlb, l. 89",latin,latin,LAtin,l.a.t.i.n,.,fro,ADJqua,ADJqua,smr,latin,DMF,latin,,</l>,
4,1,4,---,"AlexAlb, l. 1 (f. 115r)",l,l,l,l,_,fro,DETdef,DETdef,smr,le,DMF,le,,,
10,2,4,1,"AlexAlb, l. 1 (f. 115v)",l,l,l,l,_,fro,DETdef,DETdef,smr,le,DMF,le,,,
18,3,6,2,"AlexAlb, l. 2",lo,lo,Lo,l.o,+,fro,DETdef,DETdef,smr,le,DMF,le,,,
58,12,2,11,"AlexAlb, l. 11",l,l,l,l,_,fro,DETdef,DETdef,smr,le,DMF,le,,,
63,12,7,11,"AlexAlb, l. 11",l,l,l,l,_,fro,DETdef,DETdef,smr,le,DMF,le,,,
133,25,5,24,"AlexAlb, l. 24",l,l,l,l,+,fro,DETdef,DETdef,smr,le,DMF,le,,,
140,27,2,26,"AlexAlb, l. 26",l,l,l,l,_,fro,DETdef,DETdef,smr,le,DMF,le,,,
147,29,2,28,"AlexAlb, l. 28",l,l,l,l,_,fro,DETdef,DETdef,smn,le,DMF,le,,,
172,33,4,32,"AlexAlb, l. 32",l,l,l,l,_,fro,DETdef,DETdef,smr,le,DMF,le,,,
189,36,4,35,"AlexAlb, l. 35",la,la,LA,l.a,+,fro,DETdef,DETdef,sfr,le,DMF,le,,,
192,37,2,36,"AlexAlb, l. 36",ls,ls,LS,l.s,_,fro,DETdef,DETdef,pmr,le,DMF,le,,,
202,38,5,37,"AlexAlb, l. 37",l,l,l,l,+,fro,DETdef,DETdef,smr,le,DMF,le,,,
207,39,3,38,"AlexAlb, l. 38",l,l,l,l,_,fro,DETdef,DETdef,smr,le,DMF,le,,,
229,42,4,41,"AlexAlb, l. 41",l,l,l,l,_,fro,DETdef,DETdef,smr,le,DMF,le,,,
261,49,2,48,"AlexAlb, l. 48",la,la,LA,l.a,+,fro,DETdef,DETdef,sfn,le,DMF,le,,,
270,51,1,50,"AlexAlb, l. 50",lo,lo,Lo,l.o,_,fro,DETdef,DETdef,smn,le,DMF,le,,,<l n=&quot;50&quot;>
282,53,2,52,"AlexAlb, l. 52",lo,lo,Lo,l.o,_,fro,DETdef,DETdef,smn,le,DMF,le,,,
298,55,6,54,"AlexAlb, l. 54",lo,lo,Lo,l.o,_,fro,DETdef,DETdef,smn,le,DMF,le,,,
335,61,3,60,"AlexAlb, l. 60",lo,lo,Lo,l.o,_,fro,DETdef,DETdef,smr,le,DMF,le,,,
346,63,1,62,"AlexAlb, l. 62",l,l,L,l,+,fro,DETdef,DETdef,smr,le,DMF,le,,,<l n=&quot;62&quot;>
355,64,2,63,"AlexAlb, l. 63",l,l,L,l,+,fro,DETdef,DETdef,smr,le,DMF,le,,,
362,65,2,64,"AlexAlb, l. 64",la,la,LA,l.a,_,fro,DETdef,DETdef,sfr,le,DMF,le,,,
373,67,3,66,"AlexAlb, l. 66",lo,lo,Lo,l.o,_,fro,DETdef,DETdef,smr,le,DMF,le,,,
378,68,2,67,"AlexAlb, l. 67",lo,lo,Lo,l.o,|,fro,DETdef,DETdef,smr,le,DMF,le,,,
382,69,2,68,"AlexAlb, l. 68",lo,lo,Lo,l.o,_,fro,DETdef,DETdef,smr,le,DMF,le,,,
387,70,2,69,"AlexAlb, l. 69",lo,lo,Lo,l.o,+,fro,DETdef,DETdef,smr,le,DMF,le,,,
391,71,1,70,"AlexAlb, l. 70",lo,lo,Lo,l.o,+,fro,DETdef,DETdef,smr,le,DMF,le,,,<l n=&quot;70&quot;>
397,72,1,71,"AlexAlb, l. 71",lo,lo,Lo,l.o,_,fro,DETdef,DETdef,smr,le,DMF,le,,,<l n=&quot;71&quot;>
403,73,1,72,"AlexAlb, l. 72",lo,lo,Lo,l.o,_,fro,DETdef,DETdef,smr,le,DMF,le,,,<l n=&quot;72&quot;>
406,73,4,72,"AlexAlb, l. 72",l,l,l,l,_,fro,DETdef,DETdef,smr,le,DMF,le,,,
410,74,2,73,"AlexAlb, l. 73",lo,lo,Lo,l.o,+,fro,DETdef,DETdef,smr,le,DMF,le,,,
419,75,6,74,"AlexAlb, l. 74",l,l,L,l,+,fro,DETdef,DETdef,smr,le,DMF,le,,,
426,76,5,75,"AlexAlb, l. 75",l,l,L,l,+,fro,DETdef,DETdef,smr,le,DMF,le,,,
457,82,5,81,"AlexAlb, l. 81",l,l,L,l,+,fro,DETdef,DETdef,smr,le,DMF,le,,,
490,89,1,88,"AlexAlb, l. 88",L,l,L,l,+,fro,DETdef,DETdef,smn,le,DMF,le,,,<lg n=&quot;13&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;88&quot;>
526,95,2,94,"AlexAlb, l. 94",l,l,L,l,+,fro,DETdef,DETdef,smn,le,DMF,le,,,
550,99,1,98,"AlexAlb, l. 98",li,li,Li,l.i,+,fro,DETdef,DETdef,smn,le,DMF,le,,,<l n=&quot;98&quot;>
558,100,2,99,"AlexAlb, l. 99",l,l,L,l,_,fro,DETdef,DETdef,smr,le,DMF,le,,,
561,100,5,99,"AlexAlb, l. 99",l,l,L,l,_,fro,DETdef,DETdef,smr,le,DMF,le,,,
565,101,1,100,"AlexAlb, l. 100",Li,li,Li,l.i,+,fro,DETdef,DETdef,smn,le,DMF,le,,,<lg n=&quot;15&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;100&quot;>
589,105,1,104,"AlexAlb, l. 104",li,li,Li,l.i,_,fro,DETdef,DETdef,smn,le,DMF,le,,,<l n=&quot;104&quot;>
48,10,4,9,"AlexAlb, l. 9",l,l,l,l,+,fro,PRCper,PRCper,smr,le,DMF,le,,,
319,59,2,58,"AlexAlb, l. 58",l,l,l,l,_,fro,PRCper,PRCper,3smr,le,DMF,le,,,
469,85,2,84,"AlexAlb, l. 84",l,l,L,l,_,fro,PRCper,PRCper,3smr,le,DMF,le,,,
492,89,3,88,"AlexAlb, l. 88",l,l,L,l,+,fro,PRCper,PRCper,3smr,le,DMF,le,,,
567,101,3,100,"AlexAlb, l. 100",lo,lo,Lo,l.o,_,fro,PRCper,PRCper,3sma,le,DMF,le,,,
504,91,2,90,"AlexAlb, l. 90",lettra,lettra,LEtrə,l.e.tt.r.a,_,fro,NOMcom,NOMcom,sfr,lettre,DMF,lettre,,,
161,31,6,30,"AlexAlb, l. 30",lour,lour,Lour,l.o.u.r,.,fro,PRNpos,PRNpos,6pmr,leur,DMF,leur,,</l>,
588,104,6,103,"AlexAlb, l. 103",leuar,levar,LEvAr,l.e.v.a.r,.,fro,VERinf,VERinf,---,lever,DMF,lever,,</l>,
265,49,6,48,"AlexAlb, l. 48",laz,laz,LAÇ,l.a.z,_,fro,NOMcom,NOMcom,pmr,lez,DMF,lez,,</l>,
27,6,2,5,"AlexAlb, l. 5",lou,lou,LXu,l.o.u,_,fro,NOMcom,NOMcom,smr,lieu,DMF,lieu,lemma_AlexAlbZ:414 lemma_MölkHoltus1999:605-609,,
166,32,5,31,"AlexAlb, l. 31",ling,ling,Liɲ,l.i.ng,|,fro,NOMcom,NOMcom,smr,lin2,DMF,lin2,,,
329,60,5,59,"AlexAlb, l. 59",leu,leu,LEu,l.e.u,_,fro,NOMcom,NOMcom,smn,lion,DMF,lion,,,
345,62,6,61,"AlexAlb, l. 61",leon,leon,LEOn,l.e.o.n,.|,fro,NOMcom,NOMcom,smr,lion,DMF,lion,,</l>,
553,99,4,98,"AlexAlb, l. 98",leyre,leyre,LEirə,l.e.y.r.e,_,fro,VERinf,VERinf,---,lire,DMF,lire,,,
16,3,4,2,"AlexAlb, l. 2",libre,libre,Librə,l.i.b.r.e,_,fro,NOMcom,NOMcom,smr,livre,DMF,livre,,,
552,99,3,98,"AlexAlb, l. 98",ley,ley,LEi,l.e.y,_,fro,NOMcom,NOMcom,sfr,loi,DMF,loi,,,
543,97,6,96,"AlexAlb, l. 96",loyn,loyn,LOñ,l.o.yn,|,fro,ADVgen,ADVgen,---,loin,DMF,loin,,,
155,30,3,29,"AlexAlb, l. 29",losengetour,losengetour,LOzENʤEtour,l.o.s.e.n.g.e.t.o.u.r,.,fro,NOMcom,NOMcom,pmn,losengeur,DMF,losengeur,,</l>,
574,102,4,101,"AlexAlb, l. 101",leyra,leyra,LEirə,l.e.y.r.a,_,fro,NOMcom,NOMcom,sfr,lyre,DMF,lyre,,,
174,33,6,32,"AlexAlb, l. 32",macedonor,macedonor,mAʦEdOnor,m.a.c.e.d.o.n.o.r,;|,fro,ADJqua,ADJqua,smr,macédoneur,---,,,</l></lg>,
95,18,3,17,"AlexAlb, l. 17",magnus,magnus,mAɲyS,m.a.gn.u.s,_,lat,ADJqua,ADJqua,smn,magnus,wiktionary,,,,
306,57,1,56,"AlexAlb, l. 56",mays,mays,mAiS,m.a.y.s,_,fro,ADVgen,ADVgen,---,mais,DMF,mais,,,<l n=&quot;56&quot;>
122,24,1,23,"AlexAlb, l. 23",mais,mais,mAiS,m.a.i.s,_,fro,CONcoo,CONcoo,---,mais,DMF,mais,,,<l n=&quot;23&quot;>
452,81,5,80,"AlexAlb, l. 80",magesteyr,magesteyr,mAʤEStEir,m.a.g.e.s.t.e.y.r,.,fro,NOMcom,NOMcom,smr,maistire,DMF,maistire,lemma_AlexAlbZ:397,</l>,
459,83,1,82,"AlexAlb, l. 82",Magestres,magestres,mAʤEStrəS,m.a.g.e.s.t.r.e.s,_,fro,NOMcom,NOMcom,pmr,maître,DMF,maître,,,<lg n=&quot;12&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;82&quot;>
156,31,1,30,"AlexAlb, l. 30",mal,mal,mAl,m.a.l,_,fro,ADVgen,ADVgen,---,mal3,DMF,mal3,,,<l n=&quot;30&quot;>
142,27,4,26,"AlexAlb, l. 26",mandament,mandament,mANdAmENT,m.a.n.d.a.m.e.n.t,;,fro,NOMcom,NOMcom,smr,mandement,DMF,mandement,,</l></lg>,<cb n=&quot;b&quot;/>
111,21,4,20,"AlexAlb, l. 20",manent,manent,mAnENT,m.a.n.e.n.t,.,fro,VERppa,VERppa,pmn,manoir2,DMF,manoir2,,</l>,
81,15,4,14,"AlexAlb, l. 14",mat,mat,mAT,m.a.t,|,fro,ADJqua,ADJqua,smr,mat,DMF,mat,,,
520,93,7,92,"AlexAlb, l. 92",matin,matin,mAtin,m.a.t.i.n,.,fro,NOMcom,NOMcom,smr,matin,DMF,matin,,</l>,
28,6,3,5,"AlexAlb, l. 5",me,me,mE,m.e,_,fro,PRCper,PRCper,1smr,me,DMF,me,,,
496,89,7,88,"AlexAlb, l. 88",mischin,mischin,miSkin,m.i.s.ch.i.n,.,fro,NOMcom,NOMcom,smr,méchin,DMF,méchin,,</l>,
180,35,1,34,"AlexAlb, l. 34",meyllor,meyllor,mEʎor,m.e.yll.o.r,|,fro,ADJqua,ADJqua,smr,meilleur,DMF,meilleur,,,<l n=&quot;34&quot;>
585,104,3,103,"AlexAlb, l. 103",medips,medips,mEðiPS,m.e.d.i.p.s,_,fro,ADJind,ADJind,smr,même,DMF,même,,,
83,15,6,14,"AlexAlb, l. 14",men_dic,mendic,mENdik,m.e.n.d.i.c,.,fro,ADJqua,ADJqua,smr,mendi,DMF,mendi,,</l>,
153,30,1,29,"AlexAlb, l. 29",mentent,mentent,mENtENT,m.e.n.t.e.n.t,_,fro,VERcjg,VERcjg,indpst6,mentir,DMF,mentir,,,<l n=&quot;29&quot;>
195,37,5,36,"AlexAlb, l. 36",mar,mar,mAr,m.a.r,|,fro,NOMcom,NOMcom,sfr,mer,DMF,mer,,,
599,106,6,105,"AlexAlb, l. 105",mar,mar,mAr,m.a.r,.,fro,NOMcom,NOMcom,sfr,mer,DMF,mer,,</l></lg>,
593,105,5,104,"AlexAlb, l. 104",misurar,misurar,mizyrAr,m.i.s.u.r.a.r,.,fro,VERinf,VERinf,---,mesurer,DMF,mesurer,,</l>,
323,59,6,58,"AlexAlb, l. 58",mi_cha,micha,miXə,m.i.ch.a,_,fro,ADVgen,ADVgen,---,mie3,DMF,mie3,,,
414,75,1,74,"AlexAlb, l. 74",Mels,mels,mèLS,m.e.l.s,_,fro,ADVgen,ADVgen,---,mieulx,DMF,mieulx,,,<l n=&quot;74&quot;>
215,40,3,39,"AlexAlb, l. 39",moylier,moylier,moʎiEr,m.o.yl.i.e.r,_,fro,NOMcom,NOMcom,sfn,moillier,DMF,moillier,,,
317,58,6,57,"AlexAlb, l. 57",meys,meys,mEiS,m.e.y.s,.,fro,NOMcom,NOMcom,pmr,mois,DMF,mois,,</l>,
30,6,5,5,"AlexAlb, l. 5",m,m,m,m,+,fro,DETpos,DETpos,1sfn,mon,DMF,mon,,,
259,48,5,47,"AlexAlb, l. 47",mostraz,mostraz,moStrAÇ,m.o.s.t.r.a.z,.|,fro,VERppe,VERppe,smn,montrer,DMF,montrer,,</l>,
106,20,5,19,"AlexAlb, l. 19",mul,mul,mol,m.u.l,_,fro,ADVgen,ADVgen,---,moult,DMF,moult,,,
17,3,5,2,"AlexAlb, l. 2",mot,mot,moT,m.o.t,|,fro,VERcjg,VERcjg,indpst3,mouvoir,DMF,mouvoir,morph_AlexAlbZ:414,,
254,47,5,46,"AlexAlb, l. 46",naz,naz,nAÇ,n.a.z,.|,fro,VERppe,VERppe,smn,naître,DMF,naître,,</l>,
292,54,7,53,"AlexAlb, l. 53",naz,naz,nAÇ,n.a.z,;,fro,VERppe,VERppe,smn,naître,DMF,naître,,</l></lg>,
297,55,5,54,"AlexAlb, l. 54",naz,naz,nAÇ,n.a.z,_,fro,VERppe,VERppe,smn,naître,DMF,naître,,,
303,56,4,55,"AlexAlb, l. 55",naz,naz,nAÇ,n.a.z,_,fro,VERppe,VERppe,smn,naître,DMF,naître,,,
101,19,5,18,"AlexAlb, l. 18",natiz,natiz,nAtiÇ,n.a.t.i.z,;|,fro,ADJqua,ADJqua,smn,natif,DMF,natif,,</l></lg>,
42,9,3,8,"AlexAlb, l. 8",non,non,nOn,n.o.n,+,fro,ADVneg,ADVneg,---,ne,DMF,ne,,,
47,10,3,9,"AlexAlb, l. 9",no,no,no,n.o,+,fro,ADVneg,ADVneg,---,ne,DMF,ne,,,
54,11,4,10,"AlexAlb, l. 10",non,non,nOn,n.o.n,_,fro,ADVneg,ADVneg,---,ne,DMF,ne,,,
123,24,2,23,"AlexAlb, l. 23",non,non,nOn,n.o.n,_,fro,ADVneg,ADVneg,---,ne,DMF,ne,,,
182,35,3,34,"AlexAlb, l. 34",non,non,nOn,n.o.n,+,fro,ADVneg,ADVneg,---,ne,DMF,ne,,,
235,43,3,42,"AlexAlb, l. 42",no,no,no,n.o,_,fro,ADVneg,ADVneg,---,ne,DMF,ne,,,
277,52,3,51,"AlexAlb, l. 51",no,no,no,n.o,_,fro,ADVneg,ADVneg,---,ne,DMF,ne,,,
300,56,1,55,"AlexAlb, l. 55",non,non,nOn,n.o.n,_,fro,ADVneg,ADVneg,---,ne,DMF,ne,,,<l n=&quot;55&quot;>
443,80,1,79,"AlexAlb, l. 79",no,no,no,n.o,_,fro,ADVneg,ADVneg,---,ne,DMF,ne,,,<l n=&quot;79&quot;>
51,11,1,10,"AlexAlb, l. 10",ne,ne,nE,n.e,_,fro,CONcoo,CONcoo,---,ne2,DMF,ne2,,,<l n=&quot;10&quot;>
61,12,5,11,"AlexAlb, l. 11",ne,ne,nE,n.e,_,fro,CONcoo,CONcoo,---,ne2,DMF,ne2,,,
82,15,5,14,"AlexAlb, l. 14",ne,ne,nE,n.e,_,fro,CONcoo,CONcoo,---,ne2,DMF,ne2,,,
84,16,1,15,"AlexAlb, l. 15",ne,ne,nE,n.e,_,fro,CONcoo,CONcoo,---,ne2,DMF,ne2,,,<l n=&quot;15&quot;>
88,17,1,16,"AlexAlb, l. 16",ne,ne,nE,n.e,_,fro,CONcoo,CONcoo,---,ne2,DMF,ne2,,,<l n=&quot;16&quot;>
240,44,1,43,"AlexAlb, l. 43",ne,ne,nE,n.e,_,fro,CONcoo,CONcoo,---,ne2,DMF,ne2,,,<l n=&quot;43&quot;>
440,79,4,78,"AlexAlb, l. 78",ne,ne,nE,n.e,_,fro,CONcoo,CONcoo,---,ne2,DMF,ne2,,,
159,31,4,30,"AlexAlb, l. 30",nec_un,necun,nEkyn,n.e.c.u.n,_,fro,PRNind,PRNind,smr,nesun,DMF,nesun,,,
91,17,4,16,"AlexAlb, l. 16",nobli,nobli,nòbLi,n.o.b.l.i,_,fro,ADJqua,ADJqua,smr,noble,DMF,noble,,,
357,64,4,63,"AlexAlb, l. 63",neyr,neyr,nEir,n.e.y.r,_,fro,ADJqua,ADJqua,smr,noir,DMF,noir,,,
179,34,5,33,"AlexAlb, l. 33",non,non,nOn,n.o.n,.,fro,NOMcom,NOMcom,smr,nom,DMF,nom,,</l>,
394,71,4,70,"AlexAlb, l. 70",non,non,nOn,n.o.n,_,fro,ADVneg,ADVneg,---,non,DMF,non,,,
37,8,2,7,"AlexAlb, l. 7",nos,nos,noS,n.o.s,|,fro,PRCper,PRCper,4pmr,nous,DMF,nous,,,
60,12,4,11,"AlexAlb, l. 11",nouel,novel,novèl,n.o.v.e.l,|,fro,ADJqua,ADJqua,smr,nouveau,DMF,nouveau,,,
65,13,1,12,"AlexAlb, l. 12",nuls,nuls,nyLS,n.u.l.s,_,fro,DETind,DETind,smn,nul,DMF,nul,,,<l n=&quot;12&quot;>
429,77,2,76,"AlexAlb, l. 76",o,o,o,o,_,fro,PRCdem,PRCdem,snr,o2,DOM,,,,
280,52,6,51,"AlexAlb, l. 51",obscuraz,obscuraz,oPSkyrAÇ,o.b.s.c.u.r.a.z,.,fro,VERppe,VERppe,smn,obscurer,DMF,obscurer,,</l>,
92,17,5,16,"AlexAlb, l. 16",occi|sist,occisist,OʦiziST,o.cc.i.s.i.s.t,.,fro,VERcjg,VERcjg,subipf3,occire,DMF,occire,,</l>,
348,63,3,62,"AlexAlb, l. 62",uyl,uyl,oʎ,u.yl,_,fro,NOMcom,NOMcom,smr,oeil,DMF,oeil,,,
244,45,1,44,"AlexAlb, l. 44",olimpias,olimpias,oliNpiAS,o.l.i.m.p.i.a.s,_,fro,NOMpro,NOMpro,sfr,Olympias,wikipedia.fr,,,,<l n=&quot;44&quot;>
35,7,4,6,"AlexAlb, l. 6",otiositas,otiositas,otiozitAS,o.t.i.o.s.i.t.a.s,.,lat,NOMcom,NOMcom,sfn,otiositas,wiktionary,,,</l>,
52,11,2,10,"AlexAlb, l. 10",p[er],per,pEr,p.e.r,_,fro,PRE,PRE,---,par,DMF,par,,,
73,14,2,13,"AlexAlb, l. 13",p[er],per,pEr,p.e.r,_,fro,PRE,PRE,---,par,DMF,par,,,
76,14,5,13,"AlexAlb, l. 13",p[er],per,pEr,p.e.r,_,fro,PRE,PRE,---,par,DMF,par,,,
255,48,1,47,"AlexAlb, l. 47",p[er],per,pEr,p.e.r,_,fro,PRE,PRE,---,par,DMF,par,,,<l n=&quot;47&quot;>
583,104,1,103,"AlexAlb, l. 103",p[er],per,pEr,p.e.r,_,fro,PRE,PRE,---,par,DMF,par,,,<l n=&quot;103&quot;>
46,10,2,9,"AlexAlb, l. 9",par_gamen,pargamen,pArgAmEn,p.a.r.g.a.m.e.n,|,fro,NOMcom,NOMcom,smr,parchemin,DMF,parchemin,,,
507,91,5,90,"AlexAlb, l. 90",pargamin,pargamin,pArgAmin,p.a.r.g.a.m.i.n,.,fro,NOMcom,NOMcom,smr,parchemin,DMF,parchemin,,</l>,
53,11,3,10,"AlexAlb, l. 10",parabla,parabla,pArAbLə,p.a.r.a.b.l.a,|,fro,NOMcom,NOMcom,sfr,parole,DMF,parole,,,
495,89,6,88,"AlexAlb, l. 88",paru,parv,pArF,p.a.r.v,_,fro,ADJqua,ADJqua,smr,parve,DMF,parve,,,
6,1,6,---,"AlexAlb, l. 1 (f. 115r)",pas,pas,pAS,p.a.s,.|,fro,NOMcom,NOMcom,smr,pas2,DMF,pas2,,</l></lg>,
12,2,6,1,"AlexAlb, l. 1 (f. 115v)",pas,pas,pAS,p.a.s,.|,fro,NOMcom,NOMcom,smr,pas2,DMF,pas2,,</l>,
110,21,3,20,"AlexAlb, l. 20",pecunia,pecunia,pEkoniA,p.e.c.u.n.i.a,_,lat,NOMcom,NOMcom,sfr,pecunia,wiktionary,,,,
275,52,1,51,"AlexAlb, l. 51",p[er],per,pEr,p.e.r,_,fro,PRE,PRE,---,per,DMF,per,,,<l n=&quot;51&quot;>
272,51,3,50,"AlexAlb, l. 50",p[er]det,perdet,pErdèT,p.e.r.d.e.t,_,fro,VERcjg,VERcjg,indpsp3,perdre,DMF,perdre,,,
178,34,4,33,"AlexAlb, l. 33",pare,pare,pArə,p.a.r.e,+,fro,NOMcom,NOMcom,smn,père,DMF,père,,,
324,59,7,58,"AlexAlb, l. 58",peys,peys,pEiS,p.e.y.s,.,fro,VERcjg,VERcjg,subpst3,peser,DMF,peser,,</l>,
276,52,2,51,"AlexAlb, l. 51",pauc,pauc,pAuk,p.a.u.c,_,fro,PRNind,PRNind,,peu,DMF,peu,,,
175,34,1,33,"AlexAlb, l. 33",Philippus,philippus,filipys,ph.i.l.i.pp.u.s,_,lat,NOMpro,NOMpro,smn,Philippus,wiktionary,,,,<lg n=&quot;5&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;33&quot;>
388,70,3,69,"AlexAlb, l. 69",peyz,peyz,pEiÇ,p.e.y.z,_,fro,NOMcom,NOMcom,smr,pis,DMF,pis,,,
